interaction_id,customer_name,interaction_type,interaction_date,interaction_channel,feedback_score
959,Ivy Carter,Product Inquiry,2022-01-18,In-store,6
960,Frank Miller,Feedback,2023-10-10,Phone,2
961,Emily Davis,General Inquiry,2022-09-02,Live Chat,7
962,Ivy Carter,Product Inquiry,2022-03-01,Phone,10
963,Henry Wilson,Feedback,2023-09-02,Phone,3
964,Ivy Carter,Feedback,2023-01-17,Live Chat,4
965,Jack Thompson,General Inquiry,2022-07-16,In-store,5
966,Emily Davis,Feedback,2022-12-03,Email,4
967,Charlie Brown,Feedback,2022-11-12,Phone,10
968,Frank Miller,Technical Support,2023-12-27,Live Chat,2
969,Frank Miller,Order Issue,2023-05-14,Social Media,8
970,Henry Wilson,Product Inquiry,2022-10-27,Social Media,6
971,Jack Thompson,Feedback,2023-08-03,Phone,9
972,Ivy Carter,General Inquiry,2023-08-25,In-store,3
973,Bob Williams,Order Issue,2022-03-06,In-store,3
974,Henry Wilson,General Inquiry,2023-11-21,Social Media,4
975,Jack Thompson,General Inquiry,2023-03-27,Email,10
976,Frank Miller,Feedback,2023-09-02,Email,8
977,Henry Wilson,General Inquiry,2024-01-30,Social Media,1
978,David Smith,General Inquiry,2023-12-27,Live Chat,6
979,Charlie Brown,Order Issue,2023-05-04,Phone,8
980,Emily Davis,Technical Support,2022-06-08,Social Media,3
981,David Smith,Technical Support,2023-12-11,Email,6
982,Emily Davis,Order Issue,2023-10-25,Email,1
983,Charlie Brown,Feedback,2022-06-25,Email,4
984,Ivy Carter,Order Issue,2022-04-23,Email,4
985,David Smith,Order Issue,2022-02-05,Social Media,5
986,Ivy Carter,Feedback,2022-08-28,Social Media,3
987,Grace Lee,Feedback,2022-09-04,Email,4
988,Bob Williams,General Inquiry,2022-05-06,Email,8
989,Charlie Brown,Product Inquiry,2023-05-24,Phone,1
990,Grace Lee,Technical Support,2022-08-26,Phone,9
991,Alice Johnson,Technical Support,2022-04-03,Live Chat,2
992,Grace Lee,Order Issue,2022-06-16,Phone,2
993,David Smith,Product Inquiry,2023-04-12,Live Chat,4
994,Jack Thompson,Order Issue,2023-02-17,Live Chat,2
995,Frank Miller,Technical Support,2023-03-11,Live Chat,9
996,David Smith,General Inquiry,2022-05-26,Live Chat,10
997,Henry Wilson,Product Inquiry,2024-01-07,Email,3
998,David Smith,Feedback,2022-10-03,Live Chat,2
999,Emily Davis,General Inquiry,2022-09-23,Social Media,6
1000,Jack Thompson,Technical Support,2022-06-22,In-store,3
1001,David Smith,Order Issue,2023-11-04,In-store,3
1002,Jack Thompson,General Inquiry,2023-05-25,Live Chat,2
1003,Grace Lee,General Inquiry,2023-10-18,Phone,2
1004,David Smith,General Inquiry,2024-01-30,Phone,9
1005,Grace Lee,Product Inquiry,2022-02-22,Social Media,1
1006,Alice Johnson,Order Issue,2023-11-14,Live Chat,9
1007,Henry Wilson,Order Issue,2022-08-08,Email,1
1008,Ivy Carter,Order Issue,2022-12-14,Phone,5
1009,Grace Lee,Technical Support,2022-11-05,Email,2
1010,Grace Lee,General Inquiry,2023-03-28,Live Chat,6
1011,Alice Johnson,Product Inquiry,2023-01-11,Email,1
1012,Bob Williams,Technical Support,2023-01-15,Live Chat,9
1013,Bob Williams,Technical Support,2022-12-11,In-store,5
1014,Jack Thompson,General Inquiry,2024-02-26,Social Media,10
1015,David Smith,General Inquiry,2022-06-09,Social Media,6
1016,Emily Davis,Order Issue,2023-10-06,Phone,3
1017,Ivy Carter,Technical Support,2023-01-07,Social Media,1
1018,Bob Williams,Order Issue,2023-11-24,In-store,6
1019,David Smith,Order Issue,2023-06-05,Live Chat,10
1020,Alice Johnson,Product Inquiry,2022-01-06,Social Media,4
1021,Emily Davis,Technical Support,2023-01-12,In-store,2
1022,Charlie Brown,Feedback,2022-10-03,Phone,9
1023,Henry Wilson,Technical Support,2023-11-13,Live Chat,2
1024,Grace Lee,Product Inquiry,2022-08-08,Phone,10
1025,David Smith,Technical Support,2022-12-29,Email,7
1026,Jack Thompson,Feedback,2022-06-16,Live Chat,8
1027,Ivy Carter,Feedback,2022-06-30,Email,5
1028,David Smith,General Inquiry,2023-09-16,Social Media,3
1029,Alice Johnson,Product Inquiry,2023-12-25,Live Chat,2
1030,Emily Davis,Product Inquiry,2022-01-11,In-store,6
1031,David Smith,Order Issue,2023-04-10,Live Chat,7
1032,David Smith,Product Inquiry,2023-02-26,Live Chat,6
1033,Grace Lee,General Inquiry,2022-10-24,Phone,2
1034,Grace Lee,Feedback,2022-01-03,Phone,6
1035,Charlie Brown,Technical Support,2022-02-08,Live Chat,10
1036,Bob Williams,Product Inquiry,2023-03-05,In-store,7
1037,David Smith,Feedback,2022-05-29,Live Chat,5
1038,Bob Williams,Product Inquiry,2022-07-25,Live Chat,2
1039,Bob Williams,Order Issue,2023-02-05,In-store,3
1040,Frank Miller,General Inquiry,2022-12-15,Phone,1
1041,Henry Wilson,Product Inquiry,2022-09-28,Live Chat,5
1042,Emily Davis,Product Inquiry,2022-05-05,Email,10
1043,Alice Johnson,General Inquiry,2023-02-19,Social Media,3
1044,Bob Williams,Order Issue,2022-02-21,Email,10
1045,Ivy Carter,Technical Support,2023-01-28,Email,10
1046,Ivy Carter,Order Issue,2023-11-04,Live Chat,2
1047,Charlie Brown,General Inquiry,2023-06-27,Live Chat,8
1048,Grace Lee,Technical Support,2022-03-08,Phone,4
1049,Jack Thompson,Order Issue,2023-05-11,Phone,10
1050,David Smith,Order Issue,2023-03-24,Live Chat,9
1051,Frank Miller,Feedback,2022-11-12,In-store,4
1052,David Smith,Technical Support,2022-04-11,Email,1
1053,Emily Davis,Feedback,2023-08-29,Live Chat,2
1054,Bob Williams,Feedback,2023-05-19,Phone,7
1055,Charlie Brown,Order Issue,2023-10-12,In-store,8
1056,Alice Johnson,Order Issue,2022-12-20,Phone,4
1057,Charlie Brown,Order Issue,2022-10-27,Phone,2
1058,Frank Miller,Product Inquiry,2023-03-27,In-store,1
1059,Charlie Brown,Order Issue,2023-10-26,Phone,9
1060,Alice Johnson,Product Inquiry,2023-12-31,Social Media,6
1061,Henry Wilson,Product Inquiry,2022-10-09,Social Media,7
1062,Henry Wilson,Order Issue,2022-08-02,Email,3
1063,Ivy Carter,Product Inquiry,2023-07-14,Live Chat,1
1064,Henry Wilson,Order Issue,2022-05-02,Social Media,3
1065,Bob Williams,Product Inquiry,2023-12-21,Live Chat,9
1066,Alice Johnson,Order Issue,2023-11-03,Email,10
1067,David Smith,Product Inquiry,2022-03-03,Phone,5
1068,Ivy Carter,Order Issue,2023-02-06,Email,1
1069,Jack Thompson,Order Issue,2023-12-17,Email,3
1070,Charlie Brown,Technical Support,2022-12-27,In-store,2
1071,Jack Thompson,Feedback,2022-08-20,Phone,9
1072,Frank Miller,Feedback,2023-10-30,Phone,10
1073,Frank Miller,Technical Support,2022-02-07,Live Chat,1
1074,Bob Williams,Order Issue,2023-07-01,Social Media,7
1075,David Smith,Feedback,2022-10-05,In-store,1
1076,Henry Wilson,General Inquiry,2024-02-16,Email,6
1077,Alice Johnson,Feedback,2022-10-15,Email,4
1078,Grace Lee,Order Issue,2022-06-20,Live Chat,5
1079,Jack Thompson,Product Inquiry,2022-12-06,Email,4
1080,Frank Miller,Feedback,2023-09-19,Social Media,6
1081,Frank Miller,General Inquiry,2023-12-16,In-store,10
1082,Henry Wilson,Order Issue,2024-01-09,In-store,9
1083,Henry Wilson,Feedback,2022-03-13,Email,1
1084,Grace Lee,Order Issue,2022-10-19,Email,10
1085,Frank Miller,Feedback,2023-11-05,Email,6
1086,Jack Thompson,General Inquiry,2023-01-01,In-store,5
1087,Jack Thompson,Product Inquiry,2022-11-18,Email,3
1088,Frank Miller,Product Inquiry,2023-01-01,Social Media,7
1089,Ivy Carter,Product Inquiry,2022-03-31,Live Chat,6
1090,Charlie Brown,General Inquiry,2023-03-06,In-store,9
1091,David Smith,General Inquiry,2023-01-23,Phone,1
1092,Frank Miller,Order Issue,2022-11-07,Social Media,2
1093,Henry Wilson,General Inquiry,2022-09-07,Email,10
1094,Grace Lee,Order Issue,2023-09-04,In-store,5
1095,David Smith,General Inquiry,2023-09-21,Email,7
1096,Alice Johnson,Technical Support,2023-09-14,Phone,1
1097,Ivy Carter,Technical Support,2023-08-05,In-store,2
1098,Jack Thompson,Feedback,2023-10-17,Email,8
1099,Jack Thompson,Feedback,2023-01-23,In-store,3
1100,Bob Williams,Order Issue,2022-01-03,Social Media,3
1101,Frank Miller,Product Inquiry,2022-10-18,Social Media,5
1102,Emily Davis,Technical Support,2023-06-24,In-store,1
1103,Henry Wilson,Product Inquiry,2023-04-29,Phone,5
1104,Grace Lee,Product Inquiry,2022-10-08,Email,9
1105,Grace Lee,Feedback,2023-12-14,Email,6
1106,Jack Thompson,Technical Support,2022-05-25,In-store,2
1107,Grace Lee,Product Inquiry,2022-09-20,Phone,1
1108,Henry Wilson,Product Inquiry,2023-03-10,Live Chat,5
1109,Bob Williams,Technical Support,2023-08-13,Email,5
1110,Jack Thompson,General Inquiry,2022-12-02,Live Chat,2
1111,Emily Davis,Product Inquiry,2022-09-27,Phone,2
1112,Jack Thompson,Order Issue,2024-02-06,Email,6
1113,Henry Wilson,Order Issue,2022-04-24,In-store,5
1114,Jack Thompson,Feedback,2022-10-02,In-store,10
1115,David Smith,Feedback,2023-03-04,Email,5
1116,Henry Wilson,Order Issue,2024-01-10,Social Media,2
1117,Grace Lee,Product Inquiry,2023-03-30,Email,3
1118,Alice Johnson,Order Issue,2022-07-24,Email,8
1119,Alice Johnson,Order Issue,2022-09-30,Email,1
1120,Charlie Brown,Product Inquiry,2022-01-12,Live Chat,8
1121,David Smith,Technical Support,2023-08-31,Social Media,1
1122,Grace Lee,Feedback,2022-01-16,Email,7
1123,David Smith,Product Inquiry,2023-04-08,Live Chat,4
1124,David Smith,Feedback,2023-02-06,Email,4
1125,David Smith,Product Inquiry,2022-02-05,In-store,6
1126,Ivy Carter,Product Inquiry,2022-09-13,Live Chat,10
1127,Grace Lee,General Inquiry,2022-08-11,Social Media,8
1128,Emily Davis,Technical Support,2023-04-02,Email,2
1129,Emily Davis,Order Issue,2022-09-15,Live Chat,7
1130,Bob Williams,Product Inquiry,2023-10-13,Email,1
1131,Charlie Brown,Technical Support,2023-04-04,Email,10
1132,Charlie Brown,General Inquiry,2023-08-19,Email,1
1133,Alice Johnson,Technical Support,2023-12-31,Live Chat,1
1134,Alice Johnson,Order Issue,2023-11-21,Phone,1
1135,Emily Davis,General Inquiry,2022-02-13,Social Media,2
1136,Grace Lee,General Inquiry,2023-09-09,In-store,3
1137,David Smith,Order Issue,2022-11-19,Live Chat,2
1138,Bob Williams,General Inquiry,2022-06-30,In-store,10
1139,Frank Miller,Product Inquiry,2023-06-10,In-store,3
1140,Charlie Brown,Feedback,2023-04-21,In-store,9
1141,Frank Miller,Technical Support,2023-11-22,Live Chat,6
1142,David Smith,Product Inquiry,2023-02-05,Social Media,3
1143,Bob Williams,General Inquiry,2023-11-02,Phone,1
1144,Alice Johnson,General Inquiry,2022-05-12,Phone,6
1145,Bob Williams,Product Inquiry,2023-03-03,In-store,8
1146,Emily Davis,Feedback,2022-01-11,Phone,3
1147,Grace Lee,Technical Support,2022-12-03,Phone,7
1148,Ivy Carter,Technical Support,2023-10-14,Phone,10
1149,Alice Johnson,Feedback,2022-07-22,Phone,5
1150,Alice Johnson,Technical Support,2022-10-31,Email,5
1151,Charlie Brown,Feedback,2023-06-04,In-store,5
1152,Henry Wilson,Feedback,2022-11-14,Social Media,1
1153,Emily Davis,Order Issue,2022-05-26,Email,10
1154,Charlie Brown,Order Issue,2024-01-14,In-store,5
1155,Henry Wilson,Technical Support,2023-12-06,Email,10
1156,Grace Lee,General Inquiry,2022-08-30,Email,6
1157,Alice Johnson,General Inquiry,2022-06-05,Email,9
1158,Charlie Brown,Order Issue,2023-07-30,Live Chat,4
1159,Henry Wilson,Feedback,2022-12-04,Live Chat,1
1160,David Smith,Order Issue,2023-09-16,Social Media,6
1161,Henry Wilson,Product Inquiry,2022-07-16,Phone,4
1162,Henry Wilson,Product Inquiry,2023-04-03,Live Chat,6
1163,David Smith,Feedback,2023-02-14,Phone,10
1164,Alice Johnson,Feedback,2023-01-04,In-store,8
1165,Grace Lee,Feedback,2022-08-01,Live Chat,1
1166,Ivy Carter,Feedback,2023-03-05,Email,8
1167,Grace Lee,General Inquiry,2022-10-15,In-store,7
1168,Jack Thompson,Product Inquiry,2022-04-07,Live Chat,2
1169,Alice Johnson,Feedback,2022-06-01,Phone,9
1170,David Smith,Product Inquiry,2023-02-25,Live Chat,9
1171,Alice Johnson,Technical Support,2022-09-10,Email,6
1172,David Smith,Order Issue,2022-06-16,Social Media,6
1173,Henry Wilson,Technical Support,2022-12-09,Email,6
1174,Emily Davis,Order Issue,2023-11-13,Email,4
1175,Frank Miller,General Inquiry,2022-12-04,Phone,8
1176,Henry Wilson,Product Inquiry,2023-10-03,In-store,2
1177,Charlie Brown,General Inquiry,2022-01-04,In-store,1
1178,David Smith,Product Inquiry,2022-08-20,Email,7
1179,Henry Wilson,General Inquiry,2022-11-17,Live Chat,2
1180,Charlie Brown,Technical Support,2022-03-20,In-store,2
1181,Charlie Brown,General Inquiry,2022-02-05,Social Media,10
1182,Emily Davis,General Inquiry,2022-08-29,Phone,5
1183,Henry Wilson,Product Inquiry,2022-05-13,Social Media,4
1184,Emily Davis,Product Inquiry,2022-12-04,Email,5
1185,Alice Johnson,Technical Support,2023-12-19,Email,1
1186,Bob Williams,Technical Support,2023-02-02,Email,8
1187,Charlie Brown,Technical Support,2023-02-06,Live Chat,2
1188,Henry Wilson,Technical Support,2023-10-11,Social Media,8
1189,Grace Lee,Feedback,2023-10-08,In-store,10
1190,Ivy Carter,Technical Support,2023-06-14,In-store,1
1191,Jack Thompson,General Inquiry,2023-11-21,Social Media,1
1192,Ivy Carter,Product Inquiry,2022-05-09,Email,1
1193,Emily Davis,Order Issue,2023-10-26,Live Chat,8
1194,Frank Miller,Technical Support,2023-10-27,Phone,10
1195,Emily Davis,Feedback,2023-02-01,Email,9
1196,Ivy Carter,Technical Support,2022-11-26,Social Media,6
1197,Frank Miller,Order Issue,2022-11-05,Email,6
1198,Emily Davis,Order Issue,2022-01-04,In-store,4
1199,Emily Davis,Order Issue,2022-04-18,Live Chat,3
1200,Grace Lee,Product Inquiry,2022-08-15,In-store,5
1201,Charlie Brown,Order Issue,2022-07-01,Social Media,6
1202,Emily Davis,Product Inquiry,2023-01-25,Live Chat,4
1203,Charlie Brown,General Inquiry,2022-05-04,In-store,5
1204,Henry Wilson,Feedback,2022-04-24,In-store,6
1205,Henry Wilson,General Inquiry,2024-02-12,Phone,1
1206,Emily Davis,Feedback,2024-02-02,Live Chat,10
1207,Henry Wilson,Technical Support,2022-02-28,In-store,8
1208,Jack Thompson,Order Issue,2023-08-07,Email,3
1209,Henry Wilson,Product Inquiry,2024-01-28,In-store,8
1210,Jack Thompson,Product Inquiry,2023-10-30,Phone,2
1211,Jack Thompson,Technical Support,2023-06-02,Live Chat,9
1212,Jack Thompson,Technical Support,2023-06-28,Social Media,7
1213,Bob Williams,Feedback,2022-08-28,Live Chat,8
1214,Frank Miller,Technical Support,2022-10-04,Social Media,4
1215,Henry Wilson,Product Inquiry,2023-09-18,Live Chat,4
1216,Alice Johnson,Feedback,2022-10-30,Phone,4
1217,Frank Miller,Feedback,2023-06-28,Email,9
1218,Ivy Carter,Technical Support,2024-01-12,Email,10
1219,Henry Wilson,Order Issue,2024-02-27,Email,5
1220,David Smith,Feedback,2023-04-11,Email,3
1221,Bob Williams,Technical Support,2022-12-25,Phone,5
1222,Frank Miller,Technical Support,2023-05-31,Social Media,4
1223,Frank Miller,Product Inquiry,2023-09-26,Email,7
1224,Emily Davis,Feedback,2023-01-09,Email,2
1225,Bob Williams,Order Issue,2022-11-22,In-store,8
1226,Grace Lee,Order Issue,2023-01-03,Phone,2
1227,David Smith,Feedback,2023-06-26,In-store,6
1228,Henry Wilson,Technical Support,2022-04-11,Social Media,2
1229,Henry Wilson,Feedback,2023-09-05,Social Media,2
1230,David Smith,Feedback,2022-05-12,Phone,1
1231,Frank Miller,General Inquiry,2022-12-31,Social Media,6
1232,Ivy Carter,Feedback,2023-05-18,Social Media,10
1233,Charlie Brown,Product Inquiry,2022-07-12,Phone,10
1234,Jack Thompson,Feedback,2022-04-12,In-store,1
1235,David Smith,General Inquiry,2023-09-07,In-store,8
1236,Frank Miller,Order Issue,2023-04-08,Social Media,7
1237,Jack Thompson,Technical Support,2022-01-26,Phone,4
1238,Emily Davis,Order Issue,2022-12-15,Email,2
1239,Bob Williams,Feedback,2022-07-05,Phone,10
1240,Ivy Carter,Technical Support,2023-12-06,Social Media,1
1241,Frank Miller,General Inquiry,2023-06-19,Live Chat,8
1242,Charlie Brown,General Inquiry,2022-01-05,Phone,8
1243,Henry Wilson,Order Issue,2022-02-27,Live Chat,3
1244,Frank Miller,Feedback,2023-06-14,Live Chat,5
1245,Alice Johnson,Product Inquiry,2023-07-20,Live Chat,9
1246,David Smith,General Inquiry,2023-11-20,Email,7
1247,Alice Johnson,General Inquiry,2023-05-31,In-store,8
1248,Grace Lee,Product Inquiry,2022-02-07,Social Media,8
1249,Henry Wilson,Product Inquiry,2023-12-17,In-store,7
1250,Grace Lee,Order Issue,2023-06-14,Email,5
1251,Ivy Carter,Product Inquiry,2022-07-11,In-store,6
1252,Frank Miller,Order Issue,2022-10-10,Social Media,8
1253,Charlie Brown,Product Inquiry,2022-04-26,Live Chat,7
1254,Emily Davis,Order Issue,2024-01-13,Social Media,5
1255,Charlie Brown,Order Issue,2023-02-06,In-store,3
1256,Charlie Brown,Technical Support,2023-05-17,In-store,3
1257,Ivy Carter,Order Issue,2023-07-17,Email,9
1258,Alice Johnson,Technical Support,2022-02-11,In-store,9
1259,Jack Thompson,Feedback,2022-01-08,Email,4
1260,Emily Davis,Feedback,2022-10-11,Social Media,5
1261,Bob Williams,Technical Support,2022-11-13,Live Chat,8
1262,Charlie Brown,Product Inquiry,2022-09-09,Live Chat,4
1263,Grace Lee,Product Inquiry,2023-09-22,In-store,1
1264,Ivy Carter,Technical Support,2023-06-20,In-store,5
1265,Alice Johnson,Product Inquiry,2022-09-30,Social Media,1
1266,Henry Wilson,Order Issue,2022-09-15,Email,4
1267,Ivy Carter,Order Issue,2022-02-28,Phone,7
1268,Ivy Carter,Product Inquiry,2023-08-07,Social Media,2
1269,Frank Miller,Feedback,2022-06-03,Phone,4
1270,Alice Johnson,Product Inquiry,2022-03-09,Live Chat,5
1271,Henry Wilson,General Inquiry,2024-02-20,Live Chat,5
1272,Bob Williams,Technical Support,2023-08-22,Phone,2
1273,Bob Williams,Order Issue,2023-02-24,Social Media,8
1274,Alice Johnson,General Inquiry,2023-09-30,Live Chat,4
1275,Bob Williams,Technical Support,2022-09-08,Social Media,2
1276,Bob Williams,Order Issue,2022-01-16,Social Media,5
1277,Emily Davis,Product Inquiry,2022-09-22,Phone,5
1278,Grace Lee,General Inquiry,2023-05-21,Phone,10
1279,Charlie Brown,Order Issue,2022-05-05,Social Media,5
1280,Frank Miller,Product Inquiry,2024-02-26,Phone,3
1281,Ivy Carter,Technical Support,2022-11-26,Phone,3
1282,Charlie Brown,Order Issue,2023-12-13,Email,6
1283,Grace Lee,General Inquiry,2022-02-02,In-store,6
1284,Grace Lee,Feedback,2022-07-05,Phone,3
1285,Charlie Brown,General Inquiry,2022-11-22,Social Media,3
1286,Jack Thompson,Technical Support,2022-12-28,Email,5
1287,Ivy Carter,Feedback,2022-12-08,In-store,7
1288,Frank Miller,Product Inquiry,2022-03-28,In-store,2
1289,Grace Lee,Technical Support,2024-02-24,Email,4
1290,Frank Miller,General Inquiry,2022-05-28,Phone,6
1291,Grace Lee,Feedback,2023-05-25,Email,1
1292,Ivy Carter,Feedback,2023-03-29,Email,4
1293,Bob Williams,General Inquiry,2023-05-10,Email,1
1294,Grace Lee,Feedback,2023-06-29,Social Media,2
1295,Charlie Brown,Product Inquiry,2023-04-16,Social Media,7
1296,Alice Johnson,Technical Support,2022-04-19,Email,7
1297,Frank Miller,Product Inquiry,2023-06-09,Email,3
1298,Jack Thompson,Technical Support,2023-06-20,Phone,5
1299,Jack Thompson,General Inquiry,2022-09-02,Phone,10
1300,David Smith,Feedback,2022-01-22,Email,9
1301,Alice Johnson,Feedback,2022-06-06,In-store,1
1302,Grace Lee,Order Issue,2023-10-14,Email,2
1303,Frank Miller,Technical Support,2022-05-21,In-store,4
1304,Frank Miller,Order Issue,2023-08-15,Live Chat,6
1305,Grace Lee,General Inquiry,2022-08-25,Phone,8
1306,Jack Thompson,General Inquiry,2023-03-07,Social Media,4
1307,David Smith,Order Issue,2022-04-30,Social Media,10
1308,Jack Thompson,Order Issue,2023-05-30,In-store,8
1309,Emily Davis,Order Issue,2022-05-27,Email,1
1310,Frank Miller,Order Issue,2023-01-12,Social Media,6
1311,Ivy Carter,Feedback,2022-11-25,Email,8
1312,Grace Lee,General Inquiry,2023-02-24,Email,1
1313,Alice Johnson,Product Inquiry,2023-06-04,Live Chat,7
1314,Jack Thompson,Product Inquiry,2023-03-02,In-store,5
1315,David Smith,Product Inquiry,2022-08-03,Social Media,7
1316,Jack Thompson,Technical Support,2023-09-25,Email,8
1317,Emily Davis,Technical Support,2022-02-06,Live Chat,8
1318,David Smith,Feedback,2023-12-10,Social Media,7
1319,Ivy Carter,Feedback,2023-07-31,In-store,6
1320,Bob Williams,Technical Support,2024-03-01,Email,6
1321,Alice Johnson,General Inquiry,2023-07-25,Phone,9
1322,Charlie Brown,Order Issue,2022-01-05,Phone,4
1323,Grace Lee,General Inquiry,2023-08-22,Email,7
1324,Alice Johnson,General Inquiry,2022-06-08,Phone,7
1325,David Smith,Technical Support,2024-01-05,In-store,1
1326,Ivy Carter,Technical Support,2024-01-14,In-store,7
1327,Alice Johnson,General Inquiry,2022-06-03,Phone,2
1328,Bob Williams,Feedback,2022-11-06,Live Chat,5
1329,Charlie Brown,Technical Support,2022-12-14,Social Media,10
1330,David Smith,Feedback,2023-08-27,In-store,9
1331,Frank Miller,Technical Support,2023-10-04,Live Chat,8
1332,Jack Thompson,General Inquiry,2022-09-10,In-store,5
1333,Grace Lee,Order Issue,2022-12-23,Live Chat,8
1334,Henry Wilson,Product Inquiry,2022-02-10,Phone,2
1335,Henry Wilson,Product Inquiry,2023-05-09,Email,9
1336,Henry Wilson,Product Inquiry,2022-10-28,Live Chat,1
1337,Alice Johnson,Technical Support,2022-08-08,Phone,3
1338,Bob Williams,General Inquiry,2022-06-21,Live Chat,5
1339,Frank Miller,Feedback,2022-09-26,Phone,1
1340,Henry Wilson,Product Inquiry,2022-04-22,Phone,5
1341,Bob Williams,Feedback,2022-01-08,Social Media,10
1342,Grace Lee,Order Issue,2023-03-22,Live Chat,6
1343,Bob Williams,General Inquiry,2022-11-15,In-store,8
1344,Jack Thompson,Product Inquiry,2024-01-29,Social Media,10
1345,Grace Lee,Product Inquiry,2022-04-02,Social Media,2
1346,Ivy Carter,Technical Support,2023-10-30,In-store,9
1347,Frank Miller,Order Issue,2023-03-29,Phone,8
1348,Grace Lee,Feedback,2023-03-23,Social Media,7
1349,Bob Williams,Feedback,2022-01-18,Live Chat,1
1350,Grace Lee,Feedback,2022-09-19,In-store,1
1351,Frank Miller,Order Issue,2024-02-05,Live Chat,5
1352,David Smith,Technical Support,2023-06-29,Live Chat,1
1353,Jack Thompson,Feedback,2024-01-07,In-store,2
1354,Bob Williams,General Inquiry,2023-06-08,Phone,3
1355,Ivy Carter,Feedback,2022-01-03,Phone,1
1356,Charlie Brown,Product Inquiry,2022-07-25,In-store,6
1357,Ivy Carter,Feedback,2022-01-25,Email,8
1358,Jack Thompson,Order Issue,2023-12-30,Phone,4
1359,Frank Miller,Technical Support,2022-11-22,Email,10
1360,Ivy Carter,Order Issue,2022-11-26,Live Chat,10
1361,Alice Johnson,Technical Support,2023-03-26,Phone,1
1362,Jack Thompson,Feedback,2024-02-20,Social Media,4
1363,Emily Davis,Product Inquiry,2022-01-31,In-store,1
1364,Grace Lee,Technical Support,2023-02-05,Social Media,8
1365,Charlie Brown,Feedback,2022-12-25,Phone,8
1366,Henry Wilson,Order Issue,2024-02-02,Social Media,4
1367,Charlie Brown,General Inquiry,2023-09-19,Live Chat,5
1368,David Smith,Order Issue,2023-07-23,Live Chat,9
1369,Emily Davis,Product Inquiry,2022-08-24,Phone,10
1370,Jack Thompson,Technical Support,2023-04-19,Social Media,5
1371,Alice Johnson,Feedback,2023-08-30,Email,9
1372,Jack Thompson,Feedback,2023-03-29,Social Media,2
1373,Charlie Brown,General Inquiry,2023-04-15,Phone,7
1374,David Smith,Feedback,2023-12-01,Phone,2
1375,Bob Williams,Order Issue,2022-09-12,Phone,3
1376,Frank Miller,General Inquiry,2023-05-04,Phone,4
1377,Alice Johnson,Product Inquiry,2022-06-25,Email,4
1378,Emily Davis,Order Issue,2023-04-21,Email,6
1379,Grace Lee,Product Inquiry,2022-12-09,Email,8
1380,Alice Johnson,Order Issue,2023-01-18,In-store,3
1381,Bob Williams,Technical Support,2022-07-26,Phone,7
1382,Emily Davis,General Inquiry,2023-04-17,Social Media,1
1383,David Smith,Technical Support,2023-09-04,Social Media,10
1384,David Smith,Order Issue,2022-03-13,Social Media,9
1385,Frank Miller,Feedback,2023-12-21,Social Media,10
1386,Ivy Carter,Product Inquiry,2023-11-15,Social Media,10
1387,Bob Williams,General Inquiry,2022-12-16,Phone,9
1388,Charlie Brown,General Inquiry,2024-02-15,Email,9
1389,David Smith,General Inquiry,2023-08-17,In-store,3
1390,Grace Lee,Technical Support,2023-06-28,Phone,5
1391,Emily Davis,Technical Support,2022-01-10,Social Media,1
1392,Frank Miller,General Inquiry,2023-08-03,Phone,4
1393,Emily Davis,Feedback,2022-02-07,Live Chat,10
1394,Charlie Brown,Feedback,2023-12-22,Live Chat,8
1395,Ivy Carter,Order Issue,2022-12-30,In-store,1
1396,David Smith,Feedback,2023-05-16,In-store,3
1397,Emily Davis,General Inquiry,2022-12-09,Phone,10
1398,Alice Johnson,General Inquiry,2023-05-11,Phone,4
1399,Jack Thompson,General Inquiry,2022-02-12,Email,5
1400,David Smith,Technical Support,2024-01-09,Email,3
1401,Jack Thompson,General Inquiry,2022-02-15,In-store,8
1402,Frank Miller,Order Issue,2022-08-24,In-store,3
1403,David Smith,Technical Support,2022-08-12,Phone,4
1404,Alice Johnson,Product Inquiry,2024-02-19,Social Media,7
1405,Grace Lee,Feedback,2022-03-14,Phone,4
1406,Henry Wilson,Product Inquiry,2022-12-23,Email,4
1407,Charlie Brown,Technical Support,2023-06-03,Live Chat,7
1408,Henry Wilson,Technical Support,2023-04-29,Live Chat,5
1409,Grace Lee,Feedback,2022-03-16,Email,8
1410,David Smith,Technical Support,2022-01-04,Email,5
1411,Charlie Brown,Product Inquiry,2023-09-07,Email,7
1412,Henry Wilson,Technical Support,2023-05-17,Social Media,6
1413,Frank Miller,Order Issue,2022-01-22,Live Chat,3
1414,Charlie Brown,General Inquiry,2022-11-05,Email,6
1415,Jack Thompson,General Inquiry,2023-07-21,Phone,5
1416,Ivy Carter,General Inquiry,2023-07-06,Email,7
1417,Jack Thompson,Feedback,2022-09-05,Phone,7
1418,David Smith,Order Issue,2023-07-26,Phone,8
1419,Bob Williams,Technical Support,2023-03-03,Email,5
1420,Charlie Brown,Order Issue,2023-12-24,In-store,6
1421,Ivy Carter,Technical Support,2023-06-08,In-store,8
1422,Charlie Brown,Technical Support,2022-02-27,Email,4
1423,Grace Lee,Order Issue,2023-05-03,Phone,2
1424,Charlie Brown,Order Issue,2022-06-12,In-store,1
1425,David Smith,Feedback,2023-08-15,Email,2
